path,size_bytes,sha256,width,height,mode
assets/memoriz/intro/mobile/03-second-mark-1080x1920.webp,150564,151ebd8222706a68c4a4db20f68bff2e230ceeea56dde7f800a2667ed030780f,1080,1920,RGB
assets/memoriz/intro/mobile/04-third-mark-1080x1920.webp,209910,413833f893014b8fcdd6c8e294d5e8885884dbbe5aa55261f0968163fd4774ad,1080,1920,RGB
assets/memoriz/intro/mobile/05-ultimate-1080x1920.webp,231988,283400f5dd1999e23ec3c9052a89331d73f7dd165ee39364e877d8e24c639b12,1080,1920,RGB
assets/memoriz/intro/web/01-inactive-1920x1080.webp,65456,eacfb174bd3c6393da5fb552293b9a1f970bf6f81750c2a22fed54ff6898ef02,1920,1080,RGB
assets/memoriz/intro/web/02-first-mark-1920x1080.webp,131314,f04266dcd72d14e2c442245bdaaab69b478e9b3986e17e96608cbc0b27d43dfd,1920,1080,RGB
assets/memoriz/intro/web/03-second-mark-1920x1080.webp,140752,4bb0ae30c5cbbf475a2fb82d8c34772045b9bcde5f5ced1a7c4f53eda813d11c,1920,1080,RGB
assets/memoriz/intro/web/04-third-mark-1920x1080.webp,213770,0386e1cc5c01008e41e2a2dbf8f4eb18b1eb11988e6a90042441fc6f4ac62917,1920,1080,RGB
assets/memoriz/intro/web/05-ultimate-1920x1080.webp,220410,01f254312b6a502555fb060b9dff7e2530553f7db14882ca762ba55f245d2424,1920,1080,RGB
assets/memoriz/inventory-final.csv,13653,8d41683d4ddcd3304cbe165f24bbd81a4955c2ed8020de9a33bca21dfd302335,,,
assets/memoriz/inventory.csv,4805,507ea95ecdc87e3487db2b082e47268fc185f502f269df17d9a0caeb10eaede3,,,
assets/memoriz/manifest-final.json,1283,2b5540a7a344615c62832ee27b9b70b6f6a1731b8f6ddad16db88c25a96de1bc,,,
assets/memoriz/manifest.json,808,b7dae4242446bf14dc88b47235d0dd769e3fd302ce61a7f3ea3a1a00484df6eb,,,
assets/memoriz/multiplayer/create-room.png,68525,a9cfcb329c3e720127758a2eac4e8416984b05612a2a95123d3c2d5720230787,1024,1024,RGBA
assets/memoriz/multiplayer/defeat.png,192200,c78fd451e37eca4e3c809daec8c60c4c61ce099769f2dc7d988c8289892d77d5,1024,1024,RGBA
assets/memoriz/multiplayer/draw.png,247752,bf30a23c6ff16695ec3cc2b823b29feabcb502d3176c3bc0c99e11812cf0ddd4,1024,1024,RGBA
assets/memoriz/multiplayer/host-transfer.png,272780,ab8f19cdaedbd170d4d6cc7c26ec4106aa78ab083db383c94366c3942b247c12,1024,1024,RGBA
assets/memoriz/multiplayer/join-room.png,57788,d988bf0972f0bac602fcf4b14eeef617e2ec98f5d2a4416aecd0cfbdc4b7cae9,1024,1024,RGBA
assets/memoriz/multiplayer/player-disconnected.png,185743,89c6615ae280f05d06e97116523b4b9b65be6f7a19057f45f19f6ec2568e8900,1024,1024,RGBA
assets/memoriz/multiplayer/player-ready.png,209061,99ab03c89c60db9a63905dfcff253a09e21b2a5fa6c8390893bdc5de564d7a94,1024,1024,RGBA
assets/memoriz/multiplayer/podium.png,145777,287c3504771e1ba23243c9275b7e3a03f33d22e643028bce96198a05bd422828,1024,1024,RGBA
assets/memoriz/multiplayer/reconnecting.png,210348,d0628579db3dd7ba2197e75fa8dc96b43c19b3f52a710021dc5a50b205ae84cf,1024,1024,RGBA
assets/memoriz/multiplayer/room-expired.png,168164,6f6b6ca31d24953cf9c73ae14ea5d58d9dc30ad00850cf72b989fd811e76d9b4,1024,1024,RGBA
assets/memoriz/multiplayer/room-full.png,75960,6864d58ff96581a4367e0649214676ad7c17c32d8a6a3f9d989d8e0494202eb3,1024,1024,RGBA
assets/memoriz/multiplayer/room-not-found.png,251894,74f4b17ceebb1f43b0e9ce4fd23fc19e6d654a262e13451e59764e2425438128,1024,1024,RGBA
assets/memoriz/multiplayer/victory.png,289381,6cb72b220ff9f51a82a47d41d556bd84b7da8b1183224ed342c29090ef51239e,1024,1024,RGBA
assets/memoriz/multiplayer/waiting-players.png,236512,5bb91915d86fd5dfc58b7444334c3861a34519ffe40016fd85598cb1ffe9ce87,1024,1024,RGBA
assets/memoriz/references/a_dark_cinematic_ui_asset_sheet_poster_for_a_game.png,1881189,744e68ad17ca8add1c9d3524f648ecca130b01583e897e925b5ede81b15779a5,1536,1024,RGB
assets/memoriz/references/memoriz-desktop-approved.png,1787327,f22a6b45dd7316d889ea88b1b892e993e44f098a475f158539c394834165467b,1536,1024,RGB
assets/memoriz/states/access-denied.png,171579,9171c351a690ea650793d52effa030d482eb09df622a75bb73c607a1fd2213ea,1024,1024,RGBA
assets/memoriz/states/connection-lost.png,171113,0545166d805560a0f06f9e138e7595517b5a86478f79d9fcb37fa15e111ee986,1024,1024,RGBA
assets/memoriz/states/content-unavailable.png,190061,7c853c80742ded32f989e49dabacf1a6ea94d2a29c81e79b6ed07ddc8b29e442,1024,1024,RGBA
assets/memoriz/states/loading.png,207612,7448a8332ccff9858e3ca3676ae3fc2a2ee6839182a3ad5e58ca5917db25f27a,1024,1024,RGBA
assets/memoriz/states/maintenance.png,223399,944b0fad5b9899f7f10f021ce0bd175a62863be9592c7e6b3edd07e495407473,1024,1024,RGBA
assets/memoriz/states/no-data.png,191104,b1e26d77530866478da8ae87dd6e6c99001f6a51fab6d5a0a97aed34406ec850,1024,1024,RGBA
assets/memoriz/states/no-search-results.png,208346,7f3d45727bf955cff6b3fee453b51e90561cf8b9bc85eac7a94b10ce166b02db,1024,1024,RGBA
assets/memoriz/states/server-error.png,171157,9621bdd7e22437204d128f9ccfce10cb898bc18a644e58fa5bd1bbb6b1d06c15,1024,1024,RGBA
assets/memoriz/states/session-expired.png,172205,3cb68b3d041c1ea8402adbfa50da703e8bd71959f8cfb6762863fe7d5bbb2993,1024,1024,RGBA
docs/ROADMAP_FRONTEND_V4.md,3853,2006e9d65b4df3960d635a27de4500579a25127d7bd33cfd6aa45a03ea75c390,,,
prompts/CODEX_FRONTEND_REBUILD_V4.md,17746,5f2a45b17db3c03cdc2583e5685c283b68a18428855a4343ee37229a1863c992,,,
references/mobile/01-home-approved.png,2155029,16a71cb6844c0bf9fd3126dbc915c63854a46acdad08c6d52f04b4a539a3d282,941,1672,RGBA
references/mobile/02-explorer-approved.png,2153600,0acf16309b47f3709b742066a89af3eb6d5d55d0cc957118b201e397c22db61f,941,1672,RGBA
references/mobile/03-solo-approved.png,1987309,0d05b63259ce6eafaaf8ca06589ac2d1c8057b3a358eaeb78b126ba856e27c9f,941,1672,RGBA
references/mobile/04-multiplayer-portal-approved.png,1961145,f2dbe95621eb0f16516b4d3d2504d90cb37bb7c041872c437a47906f7961df2e,941,1672,RGBA
references/mobile/05-community-approved.png,2020906,d2d506eaa52d96e278880d97d880c85db2131b487acbd4866e80d93264a49955,941,1672,RGBA
references/mobile/intro-01-inactive.png,1961477,ababf42faace0e5862386986295aeda05aec2a082c4981badb0e29e145df165f,941,1672,RGBA
references/mobile/intro-02-first-mark.png,2156048,95565792e9eb565e9b9d62729412006e99831d4eb100522f08297d286f819d34,941,1672,RGBA
references/mobile/intro-03-second-mark.png,1829007,59509e8f39a421a0182bcb90cfa9d5e6d4d53b008ac10e3d9c11fe61a8435eb3,941,1672,RGBA
references/mobile/intro-04-third-mark.png,2013858,5641c1deb56b70e30c99abe93b2d3f61244173cae29b5a5f914e2b3cebd3cbef,941,1672,RGBA
references/mobile/intro-05-ultimate.png,2210429,63cbdc64fbadf48e0db8d89cb2edb420703d6c1a6d1d6b9024baaeca0e5e7aeb,941,1672,RGBA
references/validated/articles-mobile-web.png,381101,ed71884c3f3b7927f97e455b9850b917b1e646a0e43dda0fbc6b63dcb40ee1d0,1800,1120,RGB
references/validated/community-comments-mobile-web.png,236262,5968fd0d20836f7d8b4bd7b47b1ec1577882ed1156c60bf666839b52332d886e,1800,1120,RGB
references/validated/final-profile-article-states-board.png,1824339,ff5441fe32b6a6f0c79f8fa8a48dfe28fc63adbfdd8f640ef62071c9f3a266c3,1536,1024,RGB
references/validated/leaderboard-mobile-web.png,245543,753936edc937450fb831454c8d09400567b6862254a5742b281f8b21d698c9ec,1800,1120,RGB
references/validated/portal-mobile-web.png,225503,1c41a03e86d516ea390660cb456629967d7eba1ce244612dcf71880540b872c7,1800,1120,RGB
references/web/01-desktop-overview-approved.png,2515930,007dbc287e9c97fd807e957d2bb804a8c73b566957735d5b57fff24919c693b3,1536,1024,RGBA
references/web/02-desktop-reference-historical.png,1787327,f22a6b45dd7316d889ea88b1b892e993e44f098a475f158539c394834165467b,1536,1024,RGB
